 5.00000000e+00  5.00000000e+00  0.00000000e+00  5.00000000e+00  7.79919554e+00  5.00000000e+00 -2.20429470e+00 
 5.14606897e+00  5.14606897e+00  0.00000000e+00  5.14606897e+00  7.89762438e+00  5.14606897e+00 -2.22755130e+00 
 5.29640516e+00  5.29640516e+00  0.00000000e+00  5.29640516e+00  7.99149648e+00  5.29640516e+00 -2.25039277e+00 
 5.45113324e+00  5.45113324e+00  0.00000000e+00  5.45113324e+00  8.08097858e+00  5.45113324e+00 -2.27281508e+00 
 5.61038152e+00  5.61038152e+00  0.00000000e+00  5.61038152e+00  8.16623555e+00  5.61038152e+00 -2.29481511e+00 
 5.77428205e+00  5.77428205e+00  0.00000000e+00  5.77428205e+00  8.24742999e+00  5.77428205e+00 -2.31639068e+00 
 5.94297073e+00  5.94297073e+00  0.00000000e+00  5.94297073e+00  8.32472179e+00  5.94297073e+00 -2.33754044e+00 
 6.11658745e+00  6.11658745e+00  0.00000000e+00  6.11658745e+00  8.39826789e+00  6.11658745e+00 -2.35826382e+00 
 6.29527617e+00  6.29527617e+00  0.00000000e+00  6.29527617e+00  8.46822190e+00  6.29527617e+00 -2.37856105e+00 
 6.47918506e+00  6.47918506e+00  0.00000000e+00  6.47918506e+00  8.53473392e+00  6.47918506e+00 -2.39843302e+00 
 6.66846663e+00  6.66846663e+00  0.00000000e+00  6.66846663e+00  8.59795031e+00  6.66846663e+00 -2.41788131e+00 
 6.86327784e+00  6.86327784e+00  0.00000000e+00  6.86327784e+00  8.65801349e+00  6.86327784e+00 -2.43690809e+00 
 7.06378021e+00  7.06378021e+00  0.00000000e+00  7.06378021e+00  8.71506185e+00  7.06378021e+00 -2.45551611e+00 
 7.27014003e+00  7.27014003e+00  0.00000000e+00  7.27014003e+00  8.76922960e+00  7.27014003e+00 -2.47370862e+00 
 7.48252839e+00  7.48252839e+00  0.00000000e+00  7.48252839e+00  8.82064674e+00  7.48252839e+00 -2.49148937e+00 
 7.70112143e+00  7.70112143e+00  0.00000000e+00  7.70112143e+00  8.86943897e+00  7.70112143e+00 -2.50886251e+00 
 7.92610040e+00  7.92610040e+00  0.00000000e+00  7.92610040e+00  8.91572767e+00  7.92610040e+00 -2.52583261e+00 
 8.15765186e+00  8.15765186e+00  0.00000000e+00  8.15765186e+00  8.95962991e+00  8.15765186e+00 -2.54240458e+00 
 8.39596781e+00  8.39596781e+00  0.00000000e+00  8.39596781e+00  9.00125847e+00  8.39596781e+00 -2.55858364e+00 
 8.64124588e+00  8.64124588e+00  0.00000000e+00  8.64124588e+00  9.04072187e+00  8.64124588e+00 -2.57437529e+00 
 8.89368944e+00  8.89368944e+00  0.00000000e+00  8.89368944e+00  9.07812438e+00  8.89368944e+00 -2.58978530e+00 
 9.15350785e+00  9.15350785e+00  0.00000000e+00  9.15350785e+00  9.11356614e+00  9.15350785e+00 -2.60481961e+00 
 9.42091653e+00  9.42091653e+00  0.00000000e+00  9.42091653e+00  9.14714320e+00  9.42091653e+00 -2.61948439e+00 
 9.69613724e+00  9.69613724e+00  0.00000000e+00  9.69613724e+00  9.17894762e+00  9.69613724e+00 -2.63378594e+00 
 9.97939818e+00  9.97939818e+00  0.00000000e+00  9.97939818e+00  9.20906752e+00  9.97939818e+00 -2.64773071e+00 
 1.02709343e+01  1.02709343e+01  0.00000000e+00  1.02709343e+01  9.23758726e+00  1.02709343e+01 -2.66132523e+00 
 1.05709872e+01  1.05709872e+01  0.00000000e+00  1.05709872e+01  9.26458744e+00  1.05709872e+01 -2.67457615e+00 
 1.08798058e+01  1.08798058e+01  0.00000000e+00  1.08798058e+01  9.29014510e+00  1.08798058e+01 -2.68749016e+00 
 1.11976462e+01  1.11976462e+01  0.00000000e+00  1.11976462e+01  9.31433376e+00  1.11976462e+01 -2.70007401e+00 
 1.15247720e+01  1.15247720e+01  0.00000000e+00  1.15247720e+01  9.33722360e+00  1.15247720e+01 -2.71233446e+00 
 1.18614543e+01  1.18614543e+01  0.00000000e+00  1.18614543e+01  9.35888150e+00  1.18614543e+01 -2.72427830e+00 
 1.22079723e+01  1.22079723e+01  0.00000000e+00  1.22079723e+01  9.37937124e+00  1.22079723e+01 -2.73591232e+00 
 1.25646135e+01  1.25646135e+01  0.00000000e+00  1.25646135e+01  9.39875352e+00  1.25646135e+01 -2.74724327e+00 
 1.29316735e+01  1.29316735e+01  0.00000000e+00  1.29316735e+01  9.41708617e+00  1.29316735e+01 -2.75827790e+00 
 1.33094568e+01  1.33094568e+01  0.00000000e+00  1.33094568e+01  9.43442419e+00  1.33094568e+01 -2.76902290e+00 
 1.36982765e+01  1.36982765e+01  0.00000000e+00  1.36982765e+01  9.45081991e+00  1.36982765e+01 -2.77948493e+00 
 1.40984551e+01  1.40984551e+01  0.00000000e+00  1.40984551e+01  9.46632307e+00  1.40984551e+01 -2.78967058e+00 
 1.45103244e+01  1.45103244e+01  0.00000000e+00  1.45103244e+01  9.48098094e+00  1.45103244e+01 -2.79958636e+00 
 1.49342261e+01  1.49342261e+01  0.00000000e+00  1.49342261e+01  9.49483844e+00  1.49342261e+01 -2.80923875e+00 
 1.53705114e+01  1.53705114e+01  0.00000000e+00  1.53705114e+01  9.50793820e+00  1.53705114e+01 -2.81863411e+00 
 1.58195424e+01  1.58195424e+01  0.00000000e+00  1.58195424e+01  9.52032071e+00  1.58195424e+01 -2.82777874e+00 
 1.62816912e+01  1.62816912e+01  0.00000000e+00  1.62816912e+01  9.53202440e+00  1.62816912e+01 -2.83667884e+00 
 1.67573412e+01  1.67573412e+01  0.00000000e+00  1.67573412e+01  9.54308573e+00  1.67573412e+01 -2.84534051e+00 
 1.72468867e+01  1.72468867e+01  0.00000000e+00  1.72468867e+01  9.55353926e+00  1.72468867e+01 -2.85376978e+00 
 1.77507337e+01  1.77507337e+01  0.00000000e+00  1.77507337e+01  9.56341778e+00  1.77507337e+01 -2.86197255e+00 
 1.82692999e+01  1.82692999e+01  0.00000000e+00  1.82692999e+01  9.57275237e+00  1.82692999e+01 -2.86995465e+00 
 1.88030155e+01  1.88030155e+01  0.00000000e+00  1.88030155e+01  9.58157249e+00  1.88030155e+01 -2.87772177e+00 
 1.93523229e+01  1.93523229e+01  0.00000000e+00  1.93523229e+01  9.58990605e+00  1.93523229e+01 -2.88527953e+00 
 1.99176776e+01  1.99176776e+01  0.00000000e+00  1.99176776e+01  9.59777949e+00  1.99176776e+01 -2.89263341e+00 
 2.04995485e+01  2.04995485e+01  0.00000000e+00  2.04995485e+01  9.60521785e+00  2.04995485e+01 -2.89978882e+00 
 2.10984181e+01  2.10984181e+01  0.00000000e+00  2.10984181e+01  9.61224485e+00  2.10984181e+01 -2.90675104e+00 
 2.17147829e+01  2.17147829e+01  0.00000000e+00  2.17147829e+01  9.61888295e+00  2.17147829e+01 -2.91352523e+00 
 2.23491541e+01  2.23491541e+01  0.00000000e+00  2.23491541e+01  9.62515340e+00  2.23491541e+01 -2.92011648e+00 
 2.30020577e+01  2.30020577e+01  0.00000000e+00  2.30020577e+01  9.63107632e+00  2.30020577e+01 -2.92652973e+00 
 2.36740350e+01  2.36740350e+01  0.00000000e+00  2.36740350e+01  9.63667075e+00  2.36740350e+01 -2.93276985e+00 
 2.43656434e+01  2.43656434e+01  0.00000000e+00  2.43656434e+01  9.64195471e+00  2.43656434e+01 -2.93884158e+00 
