frequency_hz,vin_pp_v,load_pp_v,load_min_v,load_max_v,amp_out_pp_v
1000.0,0.002,0.10176604659999999,-0.0505895093,0.0511765373,0.10137394
10000.0,0.002,0.07434170200000001,-0.0362746767,0.0380670253,0.0743571300000001
