 2.37137371e+04  2.37137371e+04  0.00000000e+00 -2.34835074e+01 -1.50311363e+00 
 2.51188643e+04  2.51188643e+04  0.00000000e+00 -2.39813466e+01 -1.50688914e+00 
 2.66072506e+04  2.66072506e+04  0.00000000e+00 -2.44794199e+01 -1.51045512e+00 
 2.81838293e+04  2.81838293e+04  0.00000000e+00 -2.49777020e+01 -1.51382304e+00 
 2.98538262e+04  2.98538262e+04  0.00000000e+00 -2.54761704e+01 -1.51700375e+00 
 3.16227766e+04  3.16227766e+04  0.00000000e+00 -2.59748048e+01 -1.52000754e+00 
 3.34965439e+04  3.34965439e+04  0.00000000e+00 -2.64735874e+01 -1.52284414e+00 
 3.54813389e+04  3.54813389e+04  0.00000000e+00 -2.69725021e+01 -1.52552277e+00 
 3.75837404e+04  3.75837404e+04  0.00000000e+00 -2.74715346e+01 -1.52805216e+00 
 3.98107171e+04  3.98107171e+04  0.00000000e+00 -2.79706722e+01 -1.53044056e+00 
 4.21696503e+04  4.21696503e+04  0.00000000e+00 -2.84699033e+01 -1.53269577e+00 
 4.46683592e+04  4.46683592e+04  0.00000000e+00 -2.89692180e+01 -1.53482519e+00 
 4.73151259e+04  4.73151259e+04  0.00000000e+00 -2.94686071e+01 -1.53683579e+00 
 5.01187234e+04  5.01187234e+04  0.00000000e+00 -2.99680626e+01 -1.53873418e+00 
 5.30884444e+04  5.30884444e+04  0.00000000e+00 -3.04675772e+01 -1.54052658e+00 
 5.62341325e+04  5.62341325e+04  0.00000000e+00 -3.09671446e+01 -1.54221889e+00 
 5.95662144e+04  5.95662144e+04  0.00000000e+00 -3.14667590e+01 -1.54381669e+00 
 6.30957344e+04  6.30957344e+04  0.00000000e+00 -3.19664153e+01 -1.54532523e+00 
 6.68343918e+04  6.68343918e+04  0.00000000e+00 -3.24661089e+01 -1.54674950e+00 
 7.07945784e+04  7.07945784e+04  0.00000000e+00 -3.29658359e+01 -1.54809418e+00 
 7.49894209e+04  7.49894209e+04  0.00000000e+00 -3.34655925e+01 -1.54936372e+00 
 7.94328235e+04  7.94328235e+04  0.00000000e+00 -3.39653756e+01 -1.55056230e+00 
 8.41395142e+04  8.41395142e+04  0.00000000e+00 -3.44651822e+01 -1.55169389e+00 
 8.91250938e+04  8.91250938e+04  0.00000000e+00 -3.49650099e+01 -1.55276223e+00 
 9.44060876e+04  9.44060876e+04  0.00000000e+00 -3.54648563e+01 -1.55377084e+00 
 1.00000000e+05  1.00000000e+05  0.00000000e+00 -3.59647194e+01 -1.55472306e+00 
 1.05925373e+05  1.05925373e+05  0.00000000e+00 -3.64645974e+01 -1.55562204e+00 
 1.12201845e+05  1.12201845e+05  0.00000000e+00 -3.69644887e+01 -1.55647076e+00 
 1.18850223e+05  1.18850223e+05  0.00000000e+00 -3.74643917e+01 -1.55727202e+00 
 1.25892541e+05  1.25892541e+05  0.00000000e+00 -3.79643054e+01 -1.55802847e+00 
 1.33352143e+05  1.33352143e+05  0.00000000e+00 -3.84642284e+01 -1.55874262e+00 
 1.41253754e+05  1.41253754e+05  0.00000000e+00 -3.89641598e+01 -1.55941684e+00 
 1.49623566e+05  1.49623566e+05  0.00000000e+00 -3.94640986e+01 -1.56005335e+00 
 1.58489319e+05  1.58489319e+05  0.00000000e+00 -3.99640441e+01 -1.56065426e+00 
 1.67880402e+05  1.67880402e+05  0.00000000e+00 -4.04639955e+01 -1.56122156e+00 
 1.77827941e+05  1.77827941e+05  0.00000000e+00 -4.09639522e+01 -1.56175713e+00 
 1.88364909e+05  1.88364909e+05  0.00000000e+00 -4.14639136e+01 -1.56226275e+00 
 1.99526231e+05  1.99526231e+05  0.00000000e+00 -4.19638792e+01 -1.56274009e+00 
 2.11348904e+05  2.11348904e+05  0.00000000e+00 -4.24638486e+01 -1.56319073e+00 
 2.23872114e+05  2.23872114e+05  0.00000000e+00 -4.29638213e+01 -1.56361617e+00 
 2.37137371e+05  2.37137371e+05  0.00000000e+00 -4.34637969e+01 -1.56401781e+00 
 2.51188643e+05  2.51188643e+05  0.00000000e+00 -4.39637752e+01 -1.56439698e+00 
 2.66072506e+05  2.66072506e+05  0.00000000e+00 -4.44637559e+01 -1.56475495e+00 
 2.81838293e+05  2.81838293e+05  0.00000000e+00 -4.49637386e+01 -1.56509289e+00 
 2.98538262e+05  2.98538262e+05  0.00000000e+00 -4.54637233e+01 -1.56541193e+00 
 3.16227766e+05  3.16227766e+05  0.00000000e+00 -4.59637096e+01 -1.56571312e+00 
 3.34965439e+05  3.34965439e+05  0.00000000e+00 -4.64636974e+01 -1.56599747e+00 
 3.54813389e+05  3.54813389e+05  0.00000000e+00 -4.69636865e+01 -1.56626591e+00 
 3.75837404e+05  3.75837404e+05  0.00000000e+00 -4.74636768e+01 -1.56651933e+00 
 3.98107171e+05  3.98107171e+05  0.00000000e+00 -4.79636682e+01 -1.56675858e+00 
 4.21696503e+05  4.21696503e+05  0.00000000e+00 -4.84636605e+01 -1.56698445e+00 
 4.46683592e+05  4.46683592e+05  0.00000000e+00 -4.89636536e+01 -1.56719768e+00 
 4.73151259e+05  4.73151259e+05  0.00000000e+00 -4.94636475e+01 -1.56739898e+00 
