v_base_v,v_emitter_v,v_collector_v,collector_current_ma,supply_current_ma,gain_1khz_v_v,gain_1khz_db,output_rms_mv
1.938197,1.298186,6.001788,1.0718830000000001,1.1625800000000002,93.16668499019417,39.441976,658.7056503006742
