 6.00054687e-04  6.00054687e-04  6.00054687e-04  1.10687361e+00  6.00054687e-04  1.43626669e-03
 6.00250000e-04  6.00250000e-04  6.00250000e-04  1.09684816e+00  6.00250000e-04  6.56476227e-03
 6.00445312e-04  6.00445312e-04  6.00445312e-04  1.08593945e+00  6.00445312e-04  1.16893035e-02
 6.00640625e-04  6.00640625e-04  6.00640625e-04  1.07559645e+00  6.00640625e-04  1.68068035e-02
 6.00835937e-04  6.00835937e-04  6.00835937e-04  1.06446420e+00  6.00835937e-04  2.19141797e-02
 6.01031250e-04  6.01031250e-04  6.01031250e-04  1.05387040e+00  6.01031250e-04  2.70083557e-02
 6.01226562e-04  6.01226562e-04  6.01226562e-04  1.04255740e+00  6.01226562e-04  3.20862628e-02
 6.01421875e-04  6.01421875e-04  6.01421875e-04  1.03176147e+00  6.01421875e-04  3.71448423e-02
 6.01617187e-04  6.01617187e-04  6.01617187e-04  1.02030068e+00  6.01617187e-04  4.21810472e-02
 6.01812500e-04  6.01812500e-04  6.01812500e-04  1.00933863e+00  6.01812500e-04  4.71918438e-02
 6.02007812e-04  6.02007812e-04  6.02007812e-04  9.97755626e-01  6.02007812e-04  5.21742138e-02
 6.02203125e-04  6.02203125e-04  6.02203125e-04  9.86654995e-01  6.02203125e-04  5.71251560e-02
 6.02398437e-04  6.02398437e-04  6.02398437e-04  9.74970219e-01  6.02398437e-04  6.20416882e-02
 6.02593750e-04  6.02593750e-04  6.02593750e-04  9.63752855e-01  6.02593750e-04  6.69208487e-02
 6.02789062e-04  6.02789062e-04  6.02789062e-04  9.51983192e-01  6.02789062e-04  7.17596987e-02
 6.02984375e-04  6.02984375e-04  6.02984375e-04  9.40667121e-01  6.02984375e-04  7.65553232e-02
 6.03179687e-04  6.03179687e-04  6.03179687e-04  9.28827019e-01  6.03179687e-04  8.13048338e-02
 6.03375000e-04  6.03375000e-04  6.03375000e-04  9.17427678e-01  6.03375000e-04  8.60053693e-02
 6.03570312e-04  6.03570312e-04  6.03570312e-04  9.05529932e-01  6.03570312e-04  9.06540984e-02
 6.03765625e-04  6.03765625e-04  6.03765625e-04  8.94061012e-01  6.03765625e-04  9.52482209e-02
 6.03960937e-04  6.03960937e-04  6.03960937e-04  8.82117307e-01  6.03960937e-04  9.97849694e-02
 6.04156250e-04  6.04156250e-04  6.04156250e-04  8.70591320e-01  6.04156250e-04  1.04261611e-01
 6.04351562e-04  6.04351562e-04  6.04351562e-04  8.58612621e-01  6.04351562e-04  1.08675450e-01
 6.04546875e-04  6.04546875e-04  6.04546875e-04  8.47041303e-01  6.04546875e-04  1.13023826e-01
 6.04742187e-04  6.04742187e-04  6.04742187e-04  8.35038121e-01  6.04742187e-04  1.17304121e-01
 6.04937500e-04  6.04937500e-04  6.04937500e-04  8.23432712e-01  6.04937500e-04  1.21513757e-01
 6.05132812e-04  6.05132812e-04  6.05132812e-04  8.11415293e-01  6.05132812e-04  1.25650197e-01
 6.05328125e-04  6.05328125e-04  6.05328125e-04  7.99786734e-01  6.05328125e-04  1.29710950e-01
 6.05523437e-04  6.05523437e-04  6.05523437e-04  7.87765198e-01  6.05523437e-04  1.33693570e-01
 6.05718750e-04  6.05718750e-04  6.05718750e-04  7.76124265e-01  6.05718750e-04  1.37595658e-01
 6.05914062e-04  6.05914062e-04  6.05914062e-04  7.64108703e-01  6.05914062e-04  1.41414864e-01
 6.06109375e-04  6.06109375e-04  6.06109375e-04  7.52466103e-01  6.06109375e-04  1.45148887e-01
 6.06304687e-04  6.06304687e-04  6.06304687e-04  7.40466632e-01  6.06304687e-04  1.48795477e-01
 6.06500000e-04  6.06500000e-04  6.06500000e-04  7.28833071e-01  6.06500000e-04  1.52352438e-01
