 2.40021875e-02  2.40021875e-02  2.40021875e-02 -1.32487644e-01  2.40021875e-02  6.44266859e-04
 2.40100000e-02  2.40100000e-02  2.40100000e-02 -1.42584983e-01  2.40100000e-02  2.94475866e-03
 2.40178125e-02  2.40178125e-02  2.40178125e-02 -1.52587688e-01  2.40178125e-02  5.24347665e-03
 2.40256250e-02  2.40256250e-02  2.40256250e-02 -1.62536476e-01  2.40256250e-02  7.53903617e-03
 2.40334375e-02  2.40334375e-02  2.40334375e-02 -1.72390378e-01  2.40334375e-02  9.83005446e-03
 2.40412500e-02  2.40412500e-02  2.40412500e-02 -1.82189077e-01  2.40412500e-02  1.21151515e-02
 2.40490625e-02  2.40490625e-02  2.40490625e-02 -1.91890785e-01  2.40490625e-02  1.43929508e-02
 2.40568750e-02  2.40568750e-02  2.40568750e-02 -2.01534442e-01  2.40568750e-02  1.66620803e-02
 2.40646875e-02  2.40646875e-02  2.40646875e-02 -2.11077676e-01  2.40646875e-02  1.89211733e-02
 2.40725000e-02  2.40725000e-02  2.40725000e-02 -2.20558877e-01  2.40725000e-02  2.11688688e-02
 2.40803125e-02  2.40803125e-02  2.40803125e-02 -2.29935254e-01  2.40803125e-02  2.34038129e-02
 2.40881250e-02  2.40881250e-02  2.40881250e-02 -2.39244781e-01  2.40881250e-02  2.56246595e-02
 2.40959375e-02  2.40959375e-02  2.40959375e-02 -2.48444365e-01  2.40959375e-02  2.78300708e-02
 2.41037500e-02  2.41037500e-02  2.41037500e-02 -2.57571665e-01  2.41037500e-02  3.00187183e-02
 2.41115625e-02  2.41115625e-02  2.41115625e-02 -2.66583370e-01  2.41115625e-02  3.21892836e-02
 2.41193750e-02  2.41193750e-02  2.41193750e-02 -2.75516904e-01  2.41193750e-02  3.43404593e-02
 2.41271875e-02  2.41271875e-02  2.41271875e-02 -2.84328806e-01  2.41271875e-02  3.64709496e-02
 2.41350000e-02  2.41350000e-02  2.41350000e-02 -2.93056325e-01  2.41350000e-02  3.85794711e-02
 2.41428125e-02  2.41428125e-02  2.41428125e-02 -3.01655907e-01  2.41428125e-02  4.06647538e-02
 2.41506250e-02  2.41506250e-02  2.41506250e-02 -3.10164673e-01  2.41506250e-02  4.27255416e-02
 2.41584375e-02  2.41584375e-02  2.41584375e-02 -3.18539025e-01  2.41584375e-02  4.47605931e-02
 2.41662500e-02  2.41662500e-02  2.41662500e-02 -3.26815999e-01  2.41662500e-02  4.67686826e-02
 2.41740625e-02  2.41740625e-02  2.41740625e-02 -3.34951987e-01  2.41740625e-02  4.87486003e-02
 2.41818750e-02  2.41818750e-02  2.41818750e-02 -3.42983976e-01  2.41818750e-02  5.06991536e-02
 2.41896875e-02  2.41896875e-02  2.41896875e-02 -3.50868384e-01  2.41896875e-02  5.26191677e-02
 2.41975000e-02  2.41975000e-02  2.41975000e-02 -3.58642179e-01  2.41975000e-02  5.45074860e-02
 2.42053125e-02  2.42053125e-02  2.42053125e-02 -3.66261830e-01  2.42053125e-02  5.63629710e-02
 2.42131250e-02  2.42131250e-02  2.42131250e-02 -3.73764314e-01  2.42131250e-02  5.81845051e-02
 2.42209375e-02  2.42209375e-02  2.42209375e-02 -3.81106175e-01  2.42209375e-02  5.99709910e-02
 2.42287500e-02  2.42287500e-02  2.42287500e-02 -3.88324422e-01  2.42287500e-02  6.17213526e-02
 2.42365625e-02  2.42365625e-02  2.42365625e-02 -3.95375698e-01  2.42365625e-02  6.34345356e-02
 2.42443750e-02  2.42443750e-02  2.42443750e-02 -4.02297061e-01  2.42443750e-02  6.51095080e-02
 2.42521875e-02  2.42521875e-02  2.42521875e-02 -4.09045270e-01  2.42521875e-02  6.67452608e-02
 2.42600000e-02  2.42600000e-02  2.42600000e-02 -4.15657452e-01  2.42600000e-02  6.83408088e-02
 2.42678125e-02  2.42678125e-02  2.42678125e-02 -4.22090500e-01  2.42678125e-02  6.98951909e-02
 2.42756250e-02  2.42756250e-02  2.42756250e-02 -4.28381624e-01  2.42756250e-02  7.14074707e-02
 2.42834375e-02  2.42834375e-02  2.42834375e-02 -4.34487863e-01  2.42834375e-02  7.28767373e-02
 2.42912500e-02  2.42912500e-02  2.42912500e-02 -4.40446525e-01  2.42912500e-02  7.43021057e-02
 2.42990625e-02  2.42990625e-02  2.42990625e-02 -4.46214811e-01  2.42990625e-02  7.56827173e-02
 2.43068750e-02  2.43068750e-02  2.43068750e-02 -4.51830136e-01  2.43068750e-02  7.70177404e-02
 2.43146875e-02  2.43146875e-02  2.43146875e-02 -4.57249873e-01  2.43146875e-02  7.83063709e-02
 2.43225000e-02  2.43225000e-02  2.43225000e-02 -4.62511557e-01  2.43225000e-02  7.95478327e-02
 2.43303125e-02  2.43303125e-02  2.43303125e-02 -4.67572743e-01  2.43303125e-02  8.07413777e-02
 2.43381250e-02  2.43381250e-02  2.43381250e-02 -4.72471094e-01  2.43381250e-02  8.18862872e-02
 2.43459375e-02  2.43459375e-02  2.43459375e-02 -4.77164357e-01  2.43459375e-02  8.29818714e-02
 2.43537500e-02  2.43537500e-02  2.43537500e-02 -4.81690330e-01  2.43537500e-02  8.40274705e-02
 2.43615625e-02  2.43615625e-02  2.43615625e-02 -4.86006959e-01  2.43615625e-02  8.50224546e-02
 2.43693750e-02  2.43693750e-02  2.43693750e-02 -4.90152187e-01  2.43693750e-02  8.59662243e-02
 2.43771875e-02  2.43771875e-02  2.43771875e-02 -4.94084164e-01  2.43771875e-02  8.68582112e-02
 2.43850000e-02  2.43850000e-02  2.43850000e-02 -4.97840984e-01  2.43850000e-02  8.76978779e-02
 2.43928125e-02  2.43928125e-02  2.43928125e-02 -5.01381007e-01  2.43928125e-02  8.84847187e-02
 2.44006250e-02  2.44006250e-02  2.44006250e-02 -5.04742483e-01  2.44006250e-02  8.92182596e-02
 2.44084375e-02  2.44084375e-02  2.44084375e-02 -5.07883989e-01  2.44084375e-02  8.98980588e-02
 2.44162500e-02  2.44162500e-02  2.44162500e-02 -5.10843934e-01  2.44162500e-02  9.05237068e-02
 2.44240625e-02  2.44240625e-02  2.44240625e-02 -5.13581115e-01  2.44240625e-02  9.10948266e-02
