 6.00000000e-02  6.00000000e-02  6.00000000e-02 -1.00000000e-03  6.00000000e-02  2.48528430e-03  6.00000000e-02  6.06299542e+00 
 6.00000195e-02  6.00000195e-02  6.00000195e-02 -9.60937500e-04  6.00000195e-02  2.48326005e-03  6.00000195e-02  6.06299340e+00 
 6.00000586e-02  6.00000586e-02  6.00000586e-02 -8.82812500e-04  6.00000586e-02  2.47854721e-03  6.00000586e-02  6.06298869e+00 
 6.00001367e-02  6.00001367e-02  6.00001367e-02 -7.26562500e-04  6.00001367e-02  2.46786475e-03  6.00001367e-02  6.06297801e+00 
 6.00002930e-02  6.00002930e-02  6.00002930e-02 -4.14062500e-04  6.00002930e-02  2.44190463e-03  6.00002930e-02  6.06295206e+00 
 6.00004883e-02  6.00004883e-02  6.00004883e-02 -2.34375000e-05  6.00004883e-02  2.40065747e-03  6.00004883e-02  6.06291082e+00 
 6.00006836e-02  6.00006836e-02  6.00006836e-02  3.67187500e-04  6.00006836e-02  2.34979082e-03  6.00006836e-02  6.06285997e+00 
 6.00008418e-02  6.00008418e-02  6.00008418e-02  6.83593750e-04  6.00008418e-02  2.30148855e-03  6.00008418e-02  6.06281168e+00 
 6.00010000e-02  6.00010000e-02  6.00010000e-02  1.00000000e-03  6.00010000e-02  2.24695090e-03  6.00010000e-02  6.06275715e+00 
 6.00010195e-02  6.00010195e-02  6.00010195e-02  1.00000000e-03  6.00010195e-02  2.24228101e-03  6.00010195e-02  6.06275248e+00 
 6.00010586e-02  6.00010586e-02  6.00010586e-02  1.00000000e-03  6.00010586e-02  2.23343730e-03  6.00010586e-02  6.06274364e+00 
 6.00011367e-02  6.00011367e-02  6.00011367e-02  1.00000000e-03  6.00011367e-02  2.21586424e-03  6.00011367e-02  6.06272607e+00 
 6.00012930e-02  6.00012930e-02  6.00012930e-02  1.00000000e-03  6.00012930e-02  2.18074519e-03  6.00012930e-02  6.06269096e+00 
 6.00014883e-02  6.00014883e-02  6.00014883e-02  1.00000000e-03  6.00014883e-02  2.13709858e-03  6.00014883e-02  6.06264733e+00 
 6.00016836e-02  6.00016836e-02  6.00016836e-02  1.00000000e-03  6.00016836e-02  2.09362815e-03  6.00016836e-02  6.06260387e+00 
 6.00018789e-02  6.00018789e-02  6.00018789e-02  1.00000000e-03  6.00018789e-02  2.05044509e-03  6.00018789e-02  6.06256069e+00 
 6.00020742e-02  6.00020742e-02  6.00020742e-02  1.00000000e-03  6.00020742e-02  2.00745648e-03  6.00020742e-02  6.06251772e+00 
 6.00022695e-02  6.00022695e-02  6.00022695e-02  1.00000000e-03  6.00022695e-02  1.96476223e-03  6.00022695e-02  6.06247503e+00 
 6.00024648e-02  6.00024648e-02  6.00024648e-02  1.00000000e-03  6.00024648e-02  1.92227376e-03  6.00024648e-02  6.06243255e+00 
 6.00026602e-02  6.00026602e-02  6.00026602e-02  1.00000000e-03  6.00026602e-02  1.88008576e-03  6.00026602e-02  6.06239038e+00 
 6.00028555e-02  6.00028555e-02  6.00028555e-02  1.00000000e-03  6.00028555e-02  1.83811344e-03  6.00028555e-02  6.06234841e+00 
 6.00030508e-02  6.00030508e-02  6.00030508e-02  1.00000000e-03  6.00030508e-02  1.79644606e-03  6.00030508e-02  6.06230675e+00 
 6.00032461e-02  6.00032461e-02  6.00032461e-02  1.00000000e-03  6.00032461e-02  1.75500203e-03  6.00032461e-02  6.06226532e+00 
 6.00034414e-02  6.00034414e-02  6.00034414e-02  1.00000000e-03  6.00034414e-02  1.71386725e-03  6.00034414e-02  6.06222419e+00 
 6.00036367e-02  6.00036367e-02  6.00036367e-02  1.00000000e-03  6.00036367e-02  1.67296323e-03  6.00036367e-02  6.06218330e+00 
 6.00038320e-02  6.00038320e-02  6.00038320e-02  1.00000000e-03  6.00038320e-02  1.63237090e-03  6.00038320e-02  6.06214272e+00 
 6.00040273e-02  6.00040273e-02  6.00040273e-02  1.00000000e-03  6.00040273e-02  1.59201522e-03  6.00040273e-02  6.06210237e+00 
 6.00042227e-02  6.00042227e-02  6.00042227e-02  1.00000000e-03  6.00042227e-02  1.55197326e-03  6.00042227e-02  6.06206233e+00 
 6.00044180e-02  6.00044180e-02  6.00044180e-02  1.00000000e-03  6.00044180e-02  1.51217289e-03  6.00044180e-02  6.06202254e+00 
 6.00046133e-02  6.00046133e-02  6.00046133e-02  1.00000000e-03  6.00046133e-02  1.47268747e-03  6.00046133e-02  6.06198306e+00 
 6.00048086e-02  6.00048086e-02  6.00048086e-02  1.00000000e-03  6.00048086e-02  1.43344773e-03  6.00048086e-02  6.06194383e+00 
 6.00050039e-02  6.00050039e-02  6.00050039e-02  1.00000000e-03  6.00050039e-02  1.39452396e-03  6.00050039e-02  6.06190492e+00 
 6.00051992e-02  6.00051992e-02  6.00051992e-02  1.00000000e-03  6.00051992e-02  1.35584823e-03  6.00051992e-02  6.06186625e+00 
 6.00053945e-02  6.00053945e-02  6.00053945e-02  1.00000000e-03  6.00053945e-02  1.31748886e-03  6.00053945e-02  6.06182789e+00 
 6.00055898e-02  6.00055898e-02  6.00055898e-02  1.00000000e-03  6.00055898e-02  1.27938060e-03  6.00055898e-02  6.06178979e+00 
