 6.00054687e-04  6.00054687e-04  6.00054687e-04  9.90442713e-04  6.00054687e-04  6.87217983e-06 
 6.00250000e-04  6.00250000e-04  6.00250000e-04  9.81424237e-04  6.00250000e-04  3.14107591e-05 
 6.00445312e-04  6.00445312e-04  6.00445312e-04  9.71814333e-04  6.00445312e-04  5.59304176e-05 
 6.00640625e-04  6.00640625e-04  6.00640625e-04  9.61619436e-04  6.00640625e-04  8.04163858e-05 
 6.00835937e-04  6.00835937e-04  6.00835937e-04  9.50844848e-04  6.00835937e-04  1.04853914e-04 
 6.01031250e-04  6.01031250e-04  6.01031250e-04  9.39497573e-04  6.01031250e-04  1.29228282e-04 
 6.01226562e-04  6.01226562e-04  6.01226562e-04  9.27583769e-04  6.01226562e-04  1.53524808e-04 
 6.01421875e-04  6.01421875e-04  6.01421875e-04  9.15111822e-04  6.01421875e-04  1.77728857e-04 
 6.01617187e-04  6.01617187e-04  6.01617187e-04  9.02088311e-04  6.01617187e-04  2.01825848e-04 
 6.01812500e-04  6.01812500e-04  6.01812500e-04  8.88521323e-04  6.01812500e-04  2.25801267e-04 
 6.02007812e-04  6.02007812e-04  6.02007812e-04  8.74418911e-04  6.02007812e-04  2.49640671e-04 
 6.02203125e-04  6.02203125e-04  6.02203125e-04  8.59789893e-04  6.02203125e-04  2.73329702e-04 
 6.02398437e-04  6.02398437e-04  6.02398437e-04  8.44643254e-04  6.02398437e-04  2.96854089e-04 
 6.02593750e-04  6.02593750e-04  6.02593750e-04  8.28986790e-04  6.02593750e-04  3.20199662e-04 
 6.02789062e-04  6.02789062e-04  6.02789062e-04  8.12831309e-04  6.02789062e-04  3.43352358e-04 
 6.02984375e-04  6.02984375e-04  6.02984375e-04  7.96185994e-04  6.02984375e-04  3.66298232e-04 
 6.03179687e-04  6.03179687e-04  6.03179687e-04  7.79060854e-04  6.03179687e-04  3.89023462e-04 
 6.03375000e-04  6.03375000e-04  6.03375000e-04  7.61467119e-04  6.03375000e-04  4.11514359e-04 
 6.03570312e-04  6.03570312e-04  6.03570312e-04  7.43413619e-04  6.03570312e-04  4.33757374e-04 
 6.03765625e-04  6.03765625e-04  6.03765625e-04  7.24912817e-04  6.03765625e-04  4.55739111e-04 
 6.03960937e-04  6.03960937e-04  6.03960937e-04  7.05975532e-04  6.03960937e-04  4.77446327e-04 
 6.04156250e-04  6.04156250e-04  6.04156250e-04  6.86612372e-04  6.04156250e-04  4.98865947e-04 
 6.04351562e-04  6.04351562e-04  6.04351562e-04  6.66835924e-04  6.04351562e-04  5.19985070e-04 
 6.04546875e-04  6.04546875e-04  6.04546875e-04  6.46657865e-04  6.04546875e-04  5.40790972e-04 
 6.04742187e-04  6.04742187e-04  6.04742187e-04  6.26089721e-04  6.04742187e-04  5.61271123e-04 
 6.04937500e-04  6.04937500e-04  6.04937500e-04  6.05144893e-04  6.04937500e-04  5.81413184e-04 
 6.05132812e-04  6.05132812e-04  6.05132812e-04  5.83835252e-04  6.05132812e-04  6.01205024e-04 
 6.05328125e-04  6.05328125e-04  6.05328125e-04  5.62173910e-04  6.05328125e-04  6.20634721e-04 
 6.05523437e-04  6.05523437e-04  6.05523437e-04  5.40173667e-04  6.05523437e-04  6.39690571e-04 
 6.05718750e-04  6.05718750e-04  6.05718750e-04  5.17849297e-04  6.05718750e-04  6.58361094e-04 
 6.05914062e-04  6.05914062e-04  6.05914062e-04  4.95211635e-04  6.05914062e-04  6.76635046e-04 
 6.06109375e-04  6.06109375e-04  6.06109375e-04  4.72276267e-04  6.06109375e-04  6.94501418e-04 
 6.06304687e-04  6.06304687e-04  6.06304687e-04  4.49056706e-04  6.06304687e-04  7.11949449e-04 
