 6.00000000e-02  6.00000000e-02  6.00000000e-02 -5.00000000e-01  6.00000000e-02  6.47118273e+00  6.00000000e-02  1.10141112e+01
 6.00000195e-02  6.00000195e-02  6.00000195e-02 -4.80468750e-01  6.00000195e-02  6.47206530e+00  6.00000195e-02  1.10149971e+01
 6.00000586e-02  6.00000586e-02  6.00000586e-02 -4.41406250e-01  6.00000586e-02  6.47332890e+00  6.00000586e-02  1.10162674e+01
 6.00001367e-02  6.00001367e-02  6.00001367e-02 -3.63281250e-01  6.00001367e-02  6.47563448e+00  6.00001367e-02  1.10185864e+01
 6.00002930e-02  6.00002930e-02  6.00002930e-02 -2.07031250e-01  6.00002930e-02  6.47959300e+00  6.00002930e-02  1.10225719e+01
 6.00004883e-02  6.00004883e-02  6.00004883e-02 -1.17187500e-02  6.00004883e-02  6.48333758e+00  6.00004883e-02  1.10263501e+01
 6.00006836e-02  6.00006836e-02  6.00006836e-02  1.83593750e-01  6.00006836e-02  6.47919410e+00  6.00006836e-02  1.10222403e+01
 6.00008418e-02  6.00008418e-02  6.00008418e-02  3.41796875e-01  6.00008418e-02  6.28801866e+00  6.00008418e-02  1.08310917e+01
 6.00010000e-02  6.00010000e-02  6.00010000e-02  5.00000000e-01  6.00010000e-02  6.15622538e+00  6.00010000e-02  1.06993246e+01
 6.00010096e-02  6.00010096e-02  6.00010096e-02  5.00000000e-01  6.00010096e-02  6.15762489e+00  6.00010096e-02  1.07007257e+01
 6.00010289e-02  6.00010289e-02  6.00010289e-02  5.00000000e-01  6.00010289e-02  6.15053274e+00  6.00010289e-02  1.06936367e+01
 6.00010489e-02  6.00010489e-02  6.00010489e-02  5.00000000e-01  6.00010489e-02  6.14029002e+00  6.00010489e-02  1.06833973e+01
 6.00010681e-02  6.00010681e-02  6.00010681e-02  5.00000000e-01  6.00010681e-02  6.13220683e+00  6.00010681e-02  1.06753172e+01
 6.00010877e-02  6.00010877e-02  6.00010877e-02  5.00000000e-01  6.00010877e-02  6.12254819e+00  6.00010877e-02  1.06656618e+01
 6.00011270e-02  6.00011270e-02  6.00011270e-02  5.00000000e-01  6.00011270e-02  6.10517606e+00  6.00011270e-02  1.06482960e+01
 6.00011804e-02  6.00011804e-02  6.00011804e-02  5.00000000e-01  6.00011804e-02  6.08007317e+00  6.00011804e-02  1.06232018e+01
 6.00012873e-02  6.00012873e-02  6.00012873e-02  5.00000000e-01  6.00012873e-02  6.03143706e+00  6.00012873e-02  1.05745829e+01
 6.00014813e-02  6.00014813e-02  6.00014813e-02  5.00000000e-01  6.00014813e-02  5.94074832e+00  6.00014813e-02  1.04839251e+01
 6.00016766e-02  6.00016766e-02  6.00016766e-02  5.00000000e-01  6.00016766e-02  5.84672225e+00  6.00016766e-02  1.03899296e+01
 6.00018719e-02  6.00018719e-02  6.00018719e-02  5.00000000e-01  6.00018719e-02  5.75566514e+00  6.00018719e-02  1.02989026e+01
 6.00020672e-02  6.00020672e-02  6.00020672e-02  5.00000000e-01  6.00020672e-02  5.66953453e+00  6.00020672e-02  1.02128017e+01
 6.00022625e-02  6.00022625e-02  6.00022625e-02  5.00000000e-01  6.00022625e-02  5.58513932e+00  6.00022625e-02  1.01284357e+01
 6.00024578e-02  6.00024578e-02  6.00024578e-02  5.00000000e-01  6.00024578e-02  5.50338660e+00  6.00024578e-02  1.00467118e+01
 6.00026531e-02  6.00026531e-02  6.00026531e-02  5.00000000e-01  6.00026531e-02  5.42227405e+00  6.00026531e-02  9.96562761e+00
 6.00028485e-02  6.00028485e-02  6.00028485e-02  5.00000000e-01  6.00028485e-02  5.34328547e+00  6.00028485e-02  9.88666699e+00
 6.00030438e-02  6.00030438e-02  6.00030438e-02  5.00000000e-01  6.00030438e-02  5.26472676e+00  6.00030438e-02  9.80813584e+00
 6.00032391e-02  6.00032391e-02  6.00032391e-02  5.00000000e-01  6.00032391e-02  5.18810280e+00  6.00032391e-02  9.73153902e+00
 6.00034344e-02  6.00034344e-02  6.00034344e-02  5.00000000e-01  6.00034344e-02  5.11182714e+00  6.00034344e-02  9.65529011e+00
 6.00036297e-02  6.00036297e-02  6.00036297e-02  5.00000000e-01  6.00036297e-02  5.03736369e+00  6.00036297e-02  9.58085302e+00
 6.00038250e-02  6.00038250e-02  6.00038250e-02  5.00000000e-01  6.00038250e-02  4.96320380e+00  6.00038250e-02  9.50671910e+00
 6.00040203e-02  6.00040203e-02  6.00040203e-02  5.00000000e-01  6.00040203e-02  4.89076061e+00  6.00040203e-02  9.43430151e+00
 6.00042156e-02  6.00042156e-02  6.00042156e-02  5.00000000e-01  6.00042156e-02  4.81859261e+00  6.00042156e-02  9.36215873e+00
 6.00044110e-02  6.00044110e-02  6.00044110e-02  5.00000000e-01  6.00044110e-02  4.74806050e+00  6.00044110e-02  9.29165147e+00
 6.00046063e-02  6.00046063e-02  6.00046063e-02  5.00000000e-01  6.00046063e-02  4.67778389e+00  6.00046063e-02  9.22139933e+00
 6.00048016e-02  6.00048016e-02  6.00048016e-02  5.00000000e-01  6.00048016e-02  4.60907173e+00  6.00048016e-02  9.15271129e+00
 6.00049969e-02  6.00049969e-02  6.00049969e-02  5.00000000e-01  6.00049969e-02  4.54060054e+00  6.00049969e-02  9.08426387e+00
 6.00051922e-02  6.00051922e-02  6.00051922e-02  5.00000000e-01  6.00051922e-02  4.47362901e+00  6.00051922e-02  9.01731575e+00
 6.00053875e-02  6.00053875e-02  6.00053875e-02  5.00000000e-01  6.00053875e-02  4.40688725e+00  6.00053875e-02  8.95059706e+00
 6.00055828e-02  6.00055828e-02  6.00055828e-02  5.00000000e-01  6.00055828e-02  4.34158546e+00  6.00055828e-02  8.88531799e+00
 6.00057781e-02  6.00057781e-02  6.00057781e-02  5.00000000e-01  6.00057781e-02  4.27650449e+00  6.00057781e-02  8.82025940e+00
 6.00059735e-02  6.00059735e-02  6.00059735e-02  5.00000000e-01  6.00059735e-02  4.21280793e+00  6.00059735e-02  8.75658489e+00
 6.00061688e-02  6.00061688e-02  6.00061688e-02  5.00000000e-01  6.00061688e-02  4.14932487e+00  6.00061688e-02  8.69312355e+00
 6.00063641e-02  6.00063641e-02  6.00063641e-02  5.00000000e-01  6.00063641e-02  4.08717413e+00  6.00063641e-02  8.63099420e+00
 6.00065594e-02  6.00065594e-02  6.00065594e-02  5.00000000e-01  6.00065594e-02  4.02523077e+00  6.00065594e-02  8.56907191e+00
 6.00067547e-02  6.00067547e-02  6.00067547e-02  5.00000000e-01  6.00067547e-02  3.96457066e+00  6.00067547e-02  8.50843255e+00
 6.00069500e-02  6.00069500e-02  6.00069500e-02  5.00000000e-01  6.00069500e-02  3.90411273e+00  6.00069500e-02  8.44799506e+00
 6.00071453e-02  6.00071453e-02  6.00071453e-02  5.00000000e-01  6.00071453e-02  3.84489163e+00  6.00071453e-02  8.38879409e+00
 6.00073406e-02  6.00073406e-02  6.00073406e-02  5.00000000e-01  6.00073406e-02  3.78586825e+00  6.00073406e-02  8.32979052e+00
 6.00075360e-02  6.00075360e-02  6.00075360e-02  5.00000000e-01  6.00075360e-02  3.72803768e+00  6.00075360e-02  8.27197947e+00
 6.00077313e-02  6.00077313e-02  6.00077313e-02  5.00000000e-01  6.00077313e-02  3.67040092e+00  6.00077313e-02  8.21436192e+00
 6.00079266e-02  6.00079266e-02  6.00079266e-02  5.00000000e-01  6.00079266e-02  3.61391513e+00  6.00079266e-02  8.15789506e+00
 6.00081219e-02  6.00081219e-02  6.00081219e-02  5.00000000e-01  6.00081219e-02  3.55761973e+00  6.00081219e-02  8.10161828e+00
 6.00083172e-02  6.00083172e-02  6.00083172e-02  5.00000000e-01  6.00083172e-02  3.50243546e+00  6.00083172e-02  8.04645235e+00
 6.00085125e-02  6.00085125e-02  6.00085125e-02  5.00000000e-01  6.00085125e-02  3.44743852e+00  6.00085125e-02  7.99147346e+00
 6.00087078e-02  6.00087078e-02  6.00087078e-02  5.00000000e-01  6.00087078e-02  3.39351473e+00  6.00087078e-02  7.93756743e+00
 6.00089031e-02  6.00089031e-02  6.00089031e-02  5.00000000e-01  6.00089031e-02  3.33977553e+00  6.00089031e-02  7.88384573e+00
 6.00090985e-02  6.00090985e-02  6.00090985e-02  5.00000000e-01  6.00090985e-02  3.28707319e+00  6.00090985e-02  7.83116060e+00
 6.00092938e-02  6.00092938e-02  6.00092938e-02  5.00000000e-01  6.00092938e-02  3.23455300e+00  6.00092938e-02  7.77865734e+00
 6.00094891e-02  6.00094891e-02  6.00094891e-02  5.00000000e-01  6.00094891e-02  3.18303497e+00  6.00094891e-02  7.72715598e+00
 6.00096844e-02  6.00096844e-02  6.00096844e-02  5.00000000e-01  6.00096844e-02  3.13169686e+00  6.00096844e-02  7.67583427e+00
 6.00098797e-02  6.00098797e-02  6.00098797e-02  5.00000000e-01  6.00098797e-02  3.08132772e+00  6.00098797e-02  7.62548126e+00
 6.00100750e-02  6.00100750e-02  6.00100750e-02  5.00000000e-01  6.00100750e-02  3.03113645e+00  6.00100750e-02  7.57530587e+00
 6.00102703e-02  6.00102703e-02  6.00102703e-02  5.00000000e-01  6.00102703e-02  2.98188236e+00  6.00102703e-02  7.52606740e+00
 6.00104656e-02  6.00104656e-02  6.00104656e-02  5.00000000e-01  6.00104656e-02  2.93280427e+00  6.00104656e-02  7.47700467e+00
 6.00106610e-02  6.00106610e-02  6.00106610e-02  5.00000000e-01  6.00106610e-02  2.88463287e+00  6.00106610e-02  7.42884838e+00
 6.00108563e-02  6.00108563e-02  6.00108563e-02  5.00000000e-01  6.00108563e-02  2.83663575e+00  6.00108563e-02  7.38086612e+00
 6.00110516e-02  6.00110516e-02  6.00110516e-02  5.00000000e-01  6.00110516e-02  2.78951608e+00  6.00110516e-02  7.33376107e+00
 6.00112469e-02  6.00112469e-02  6.00112469e-02  5.00000000e-01  6.00112469e-02  2.74256907e+00  6.00112469e-02  7.28682842e+00
 6.00114422e-02  6.00114422e-02  6.00114422e-02  5.00000000e-01  6.00114422e-02  2.69647147e+00  6.00114422e-02  7.24074494e+00
 6.00116375e-02  6.00116375e-02  6.00116375e-02  5.00000000e-01  6.00116375e-02  2.65054500e+00  6.00116375e-02  7.19483236e+00
 6.00118328e-02  6.00118328e-02  6.00118328e-02  5.00000000e-01  6.00118328e-02  2.60544099e+00  6.00118328e-02  7.14974200e+00
 6.00120281e-02  6.00120281e-02  6.00120281e-02  5.00000000e-01  6.00120281e-02  2.56050668e+00  6.00120281e-02  7.10482112e+00
 6.00122235e-02  6.00122235e-02  6.00122235e-02  5.00000000e-01  6.00122235e-02  2.51636895e+00  6.00122235e-02  7.06069657e+00
 6.00124188e-02  6.00124188e-02  6.00124188e-02  5.00000000e-01  6.00124188e-02  2.47239956e+00  6.00124188e-02  7.01674014e+00
 6.00126141e-02  6.00126141e-02  6.00126141e-02  5.00000000e-01  6.00126141e-02  2.42920186e+00  6.00126141e-02  6.97355517e+00
 6.00128094e-02  6.00128094e-02  6.00128094e-02  5.00000000e-01  6.00128094e-02  2.38617120e+00  6.00128094e-02  6.93053702e+00
 6.00130047e-02  6.00130047e-02  6.00130047e-02  5.00000000e-01  6.00130047e-02  2.34388830e+00  6.00130047e-02  6.88826639e+00
 6.00132000e-02  6.00132000e-02  6.00132000e-02  5.00000000e-01  6.00132000e-02  2.30177118e+00  6.00132000e-02  6.84616135e+00
 6.00133953e-02  6.00133953e-02  6.00133953e-02  5.00000000e-01  6.00133953e-02  2.26037879e+00  6.00133953e-02  6.80478080e+00
 6.00135906e-02  6.00135906e-02  6.00135906e-02  5.00000000e-01  6.00135906e-02  2.21915098e+00  6.00135906e-02  6.76356463e+00
 6.00137860e-02  6.00137860e-02  6.00137860e-02  5.00000000e-01  6.00137860e-02  2.17862572e+00  6.00137860e-02  6.72305079e+00
 6.00139813e-02  6.00139813e-02  6.00139813e-02  5.00000000e-01  6.00139813e-02  2.13826388e+00  6.00139813e-02  6.68270016e+00
 6.00141766e-02  6.00141766e-02  6.00141766e-02  5.00000000e-01  6.00141766e-02  2.09858323e+00  6.00141766e-02  6.64303051e+00
 6.00143719e-02  6.00143719e-02  6.00143719e-02  5.00000000e-01  6.00143719e-02  2.05906486e+00  6.00143719e-02  6.60352294e+00
 6.00145672e-02  6.00145672e-02  6.00145672e-02  5.00000000e-01  6.00145672e-02  2.02020711e+00  6.00145672e-02  6.56467579e+00
 6.00147625e-02  6.00147625e-02  6.00147625e-02  5.00000000e-01  6.00147625e-02  1.98151052e+00  6.00147625e-02  6.52598959e+00
 6.00149578e-02  6.00149578e-02  6.00149578e-02  5.00000000e-01  6.00149578e-02  1.94345473e+00  6.00149578e-02  6.48794400e+00
 6.00151531e-02  6.00151531e-02  6.00151531e-02  5.00000000e-01  6.00151531e-02  1.90555900e+00  6.00151531e-02  6.45005826e+00
 6.00153485e-02  6.00153485e-02  6.00153485e-02  5.00000000e-01  6.00153485e-02  1.86828496e+00  6.00153485e-02  6.41279403e+00
 6.00155438e-02  6.00155438e-02  6.00155438e-02  5.00000000e-01  6.00155438e-02  1.83116989e+00  6.00155438e-02  6.37568856e+00
 6.00157391e-02  6.00157391e-02  6.00157391e-02  5.00000000e-01  6.00157391e-02  1.79465808e+00  6.00157391e-02  6.33918617e+00
 6.00159344e-02  6.00159344e-02  6.00159344e-02  5.00000000e-01  6.00159344e-02  1.75830417e+00  6.00159344e-02  6.30284149e+00
 6.00161297e-02  6.00161297e-02  6.00161297e-02  5.00000000e-01  6.00161297e-02  1.72253574e+00  6.00161297e-02  6.26708210e+00
 6.00163250e-02  6.00163250e-02  6.00163250e-02  5.00000000e-01  6.00163250e-02  1.68692413e+00  6.00163250e-02  6.23147934e+00
